params,train_accuracy,train_precision,train_f1,train_recall,test_accuracy,test_precision,test_f1,test_recall,test_mcc,test_cm,overfitting_ratio
"{'kernel': 'linear', 'C': 0.3302949777138269, 'degree': 3, 'coef0': 4.894923064224089}",0.9934285714285714,0.9960291199697979,0.9934791637005812,0.9909492485715659,0.9946666666666667,0.994535519125683,0.994535519125683,0.994535519125683,0.9893271857923497,"[[764, 4], [4, 728]]",1.0036190254539137
