params,train_accuracy,train_precision,train_f1,train_recall,test_accuracy,test_precision,test_f1,test_recall,test_mcc,test_cm,overfitting_ratio
{},0.994,0.9949166645932976,0.9940561211297954,0.9932155375234071,0.9913333333333333,0.9911141490088858,0.9917920656634747,0.9904371584699454,0.9826569961249796,"[[762, 6], [7, 725]]",0.9972026423787231
