params,train_accuracy,train_precision,train_f1,train_recall,test_accuracy,test_precision,test_f1,test_recall,test_mcc,test_cm,overfitting_ratio
"{'kernel': 'poly', 'C': 1.0732075233057128, 'degree': 4, 'coef0': 1.2387517176489276}",0.9937142857142858,0.9960419606228668,0.9937660570765852,0.9915206222691699,0.992,0.9917808219178081,0.9945054945054945,0.9890710382513661,0.984002742595403,"[[764, 4], [8, 724]]",0.9975294674031109
