params,train_accuracy,train_precision,train_f1,train_recall,test_accuracy,test_precision,test_f1,test_recall,test_mcc,test_cm,overfitting_ratio
"{'kernel': 'linear', 'C': 0.4719955324656746, 'degree': 5, 'coef0': 1.0981516995587755}",0.9942857142857143,0.9977336928608114,0.9943213746205111,0.9909540500312094,0.9946666666666667,0.994535519125683,0.994535519125683,0.994535519125683,0.9893271857923497,"[[764, 4], [4, 728]]",1.0036141626287929
