params,train_accuracy,train_precision,train_f1,train_recall,test_accuracy,test_precision,test_f1,test_recall,test_mcc,test_cm,overfitting_ratio
"{'kernel': 'poly', 'C': 1.3566206143177117, 'degree': 3, 'coef0': 2.0895922879153477}",0.9765872493528146,0.979100480639224,0.9761761540197558,0.9733333333333333,0.9672489082969432,0.9682875264270614,0.9744680851063829,0.9621848739495799,0.9345106574864381,"[[214, 6], [9, 229]]",0.9885461033728561
