params,train_accuracy,train_precision,train_f1,train_recall,test_accuracy,test_precision,test_f1,test_recall,test_mcc,test_cm,overfitting_ratio
"{'kernel': 'poly', 'C': 0.05124561203590483, 'degree': 4, 'coef0': 4.147575647868992}",0.977526216488965,0.9828000942087772,0.977032442452801,0.9714285714285713,0.9759825327510917,0.9767441860465115,0.9829787234042553,0.9705882352941176,0.9519974151726937,"[[216, 4], [7, 231]]",0.999134948096886
